n,event type,t,r,theta,phi,pr,ptheta,pphi,beta,E,dE,
213,phi = 0,55.0649,1.1094,-12.7022,0.0000,0.0533,0.2249,-0.0630,19.1324,-0.1846,-3.04e-7,
214,pr = 0,55.1569,1.1118,-11.7119,-3.4997,0.0000,0.2378,-0.0693,14.1299,-0.1846,-3.07e-7,
215,beta = 0,55.3929,1.0952,-8.9682,-13.4800,-0.1429,0.2562,-0.0764,-0.0000,-0.1846,-2.42e-7,
216,collision,55.7469,1.0000,-4.3520,-27.7929,-0.4045,0.2349,-0.0565,-21.2619,-0.1846,1.98e-14,
217,pphi = 0,56.1683,1.1070,-0.1599,-34.7160,0.1293,0.1530,0.0000,-34.4762,-0.1846,-2.40e-7,
218,theta = 0,56.1903,1.1098,0.0000,-34.6954,0.1173,0.1483,0.0032,-34.6954,-0.1846,-7.87e-8,
219,pr = 0,56.4203,1.1232,1.3058,-32.2256,0.0000,0.1012,0.0343,-34.1845,-0.1846,-1.91e-7,
220,ptheta = 0,57.0203,1.0188,2.6006,-8.2436,-0.3855,0.0000,0.0990,-12.1451,-0.1846,-1.66e-7,
221,collision,57.0643,1.0000,2.5943,-5.5903,-0.4291,-0.0047,0.1018,-9.4823,-0.1846,1.25e-13,
222,phi = 0,57.1588,1.0362,2.5518,0.0000,0.3425,-0.0109,0.1053,-3.8284,-0.1846,-3.77e-9,
223,beta = 0,57.2228,1.0559,2.5133,3.7706,0.2906,-0.0124,0.1059,0.0000,-0.1846,-1.68e-7,
224,ptheta = 0,57.4928,1.1075,2.3998,19.6601,0.0983,0.0000,0.0961,16.0598,-0.1846,-2.96e-7,
225,pr = 0,57.6528,1.1153,2.4660,27.9410,0.0000,0.0190,0.0827,24.2415,-0.1846,-1.42e-7,
226,pphi = 0,58.2288,1.0186,4.5618,42.9343,-0.3478,0.1378,0.0000,36.0880,-0.1846,-2.36e-7,
227,collision,58.2788,1.0000,4.9737,42.7963,-0.3863,0.1513,-0.0096,35.3310,-0.1846,3.49e-14,
228,pr = 0,58.8830,1.1114,11.1339,25.2133,0.0000,0.2373,-0.0766,8.4594,-0.1846,-2.32e-7,
229,beta = 0,59.0210,1.1058,12.6511,19.0547,-0.0832,0.2358,-0.0790,0.0000,-0.1846,-3.28e-7,
230,collision,59.4730,1.0000,17.4590,1.0028,-0.3996,0.1673,-0.0496,-25.3931,-0.1846,5.47e-15,
231,phi = 0,59.5113,1.0143,17.7996,0.0000,0.3693,0.1569,-0.0445,-26.9194,-0.1846,-2.03e-7,
232,pphi = 0,59.8313,1.0978,19.6613,-4.0533,0.1644,0.0700,0.0000,-33.8433,-0.1846,-1.27e-7,
233,ptheta = 0,60.1153,1.1234,20.1154,-1.0675,0.0176,0.0000,0.0359,-31.5603,-0.1846,-1.64e-7,
234,pr = 0,60.1493,1.1237,20.1092,-0.3208,0.0000,-0.0079,0.0399,-30.8040,-0.1846,-3.85e-8,
235,phi = 0,60.1633,1.1236,20.1032,0.0000,-0.0071,-0.0111,0.0415,-30.4739,-0.1846,-1.29e-7,
236,collision,60.7953,1.0000,17.7667,25.4424,-0.4261,-0.1212,0.0879,-1.4264,-0.1846,5.87e-14,
237,beta = 0,60.8211,1.0097,17.6048,26.6199,0.4043,-0.1230,0.0880,0.0000,-0.1846,-2.65e-7,
238,pr = 0,61.4351,1.1222,14.1041,52.1136,0.0000,-0.0884,0.0451,30.8490,-0.1846,-7.74e-8,
239,pphi = 0,61.7711,1.0932,13.1587,56.6018,-0.1748,-0.0314,0.0000,36.7758,-0.1846,-1.19e-7,
240,ptheta = 0,61.9271,1.0588,13.0369,55.5194,-0.2665,0.0000,-0.0244,35.8786,-0.1846,-2.41e-7,
241,collision,62.1051,1.0000,13.2223,51.4926,-0.3957,0.0378,-0.0543,31.5700,-0.1846,3.08e-14,
242,pr = 0,62.6774,1.1082,15.2566,23.5037,0.0000,0.0826,-0.1011,0.4811,-0.1846,-3.12e-7,
243,beta = 0,62.6854,1.1081,15.2856,23.0669,-0.0048,0.0822,-0.1011,0.0000,-0.1846,-1.26e-7,
244,phi = 0,63.1194,1.0442,16.5060,0.0000,-0.2962,0.0210,-0.0756,-24.9338,-0.1846,-3.64e-7,
245,ptheta = 0,63.1994,1.0179,16.5524,-3.2583,-0.3579,0.0000,-0.0650,-28.2632,-0.1846,-3.59e-7,
246,collision,63.2454,1.0000,16.5340,-4.9251,-0.3966,-0.0139,-0.0577,-29.9018,-0.1846,1.56e-14,
247,pphi = 0,63.6321,1.1011,15.1990,-11.1121,0.1471,-0.1210,0.0000,-34.0468,-0.1846,-2.46e-7,
248,pr = 0,63.9141,1.1217,13.1972,-8.1907,0.0000,-0.1846,0.0348,-28.0752,-0.1846,-2.05e-7,
249,phi = 0,64.2061,1.0986,10.3476,0.0000,-0.1630,-0.2342,0.0610,-15.5640,-0.1846,-1.70e-7,
250,beta = 0,64.4781,1.0299,6.9667,10.4629,-0.3536,-0.2574,0.0709,0.0000,-0.1846,-2.37e-7,
251,collision,64.5521,1.0000,5.8594,13.5832,-0.4210,-0.2579,0.0698,4.7864,-0.1846,1.87e-14,
252,theta = 0,65.0479,1.1176,-0.0000,28.6815,0.0870,-0.2032,0.0302,28.6815,-0.1846,-2.33e-7,
253,pr = 0,65.2159,1.1248,-1.4436,30.6256,0.0000,-0.1722,0.0097,32.7911,-0.1846,-5.33e-8,
254,pphi = 0,65.2919,1.1234,-2.0065,30.8363,-0.0379,-0.1573,0.0000,33.8464,-0.1846,-2.21e-7,
255,collision,65.8879,1.0000,-4.6782,16.7899,-0.4127,-0.0268,-0.0825,23.8110,-0.1846,6.28e-14,
256,ptheta = 0,66.0431,1.0528,-4.7819,8.8400,0.2851,0.0000,-0.0986,16.0170,-0.1846,-5.50e-8,
257,phi = 0,66.1911,1.0870,-4.7207,0.0000,0.1743,0.0148,-0.1067,7.0851,-0.1846,-2.83e-7,
258,beta = 0,66.3031,1.1022,-4.6273,-6.9448,0.0967,0.0192,-0.1085,-0.0000,-0.1846,-1.24e-7,
259,pr = 0,66.4491,1.1092,-4.4989,-15.9492,0.0000,0.0170,-0.1056,-9.1974,-0.1846,-5.07e-8,
260,ptheta = 0,66.6531,1.0959,-4.4057,-27.5803,-0.1310,0.0000,-0.0925,-20.9686,-0.1846,-3.65e-7,
261,collision,67.0251,1.0000,-5.0349,-42.4794,-0.3924,-0.0723,-0.0407,-34.9222,-0.1846,3.51e-14,
262,pphi = 0,67.2614,1.0722,-6.2938,-45.1249,0.2315,-0.1293,0.0000,-35.6747,-0.1846,-1.87e-7,
263,pr = 0,67.6814,1.1201,-9.6127,-38.1870,0.0000,-0.2005,0.0533,-23.7339,-0.1846,-2.57e-7,
264,beta = 0,68.1174,1.0642,-14.0576,-21.1937,-0.2685,-0.2182,0.0757,-0.0000,-0.1846,-1.74e-7,
265,collision,68.3034,1.0000,-16.1749,-13.2313,-0.4203,-0.1988,0.0701,11.1955,-0.1846,1.52e-14,
266,phi = 0,68.7692,1.1164,-19.7856,0.0000,0.1108,-0.1033,0.0257,29.9824,-0.1846,-1.46e-7,
267,pr = 0,68.9892,1.1285,-20.5627,1.6216,0.0000,-0.0520,-0.0002,32.8076,-0.1846,-1.14e-7,
268,pphi = 0,68.9892,1.1285,-20.5591,1.6216,0.0008,-0.0524,0.0000,32.8022,-0.1846,-6.14e-8,
269,phi = 0,69.2052,1.1170,-20.8204,0.0000,-0.1081,-0.0008,-0.0260,31.5858,-0.1846,-1.90e-7,
270,ptheta = 0,69.2092,1.1166,-20.8204,-0.0499,-0.1098,0.0000,-0.0264,31.5360,-0.1846,-1.92e-7,
271,collision,69.6732,1.0000,-19.4920,-14.1689,-0.4192,0.1076,-0.0767,15.3594,-0.1846,2.07e-14,
272,beta = 0,69.9383,1.0820,-17.7292,-26.8112,0.2129,0.1417,-0.0871,-0.0000,-0.1846,-2.63e-7,
273,pr = 0,70.2823,1.1174,-15.4219,-42.9882,0.0000,0.1376,-0.0730,-19.7131,-0.1846,-2.19e-7,
274,pphi = 0,70.8423,1.0275,-12.7237,-56.2302,-0.3314,0.0487,0.0000,-37.0652,-0.1846,-2.48e-7,
275,collision,70.9163,1.0000,-12.5559,-55.9164,-0.3880,0.0299,0.0145,-37.0063,-0.1846,1.14e-14,
276,ptheta = 0,71.0454,1.0433,-12.4534,-53.9964,0.2959,0.0000,0.0376,-35.2419,-0.1846,-3.39e-7,
277,pr = 0,71.5254,1.1132,-13.3339,-35.0434,0.0000,-0.0647,0.0921,-14.9510,-0.1846,-2.45e-7,
278,beta = 0,71.7714,1.0939,-14.1126,-21.2776,-0.1585,-0.0659,0.0999,-0.0000,-0.1846,-2.22e-7,
279,collision,72.1034,1.0000,-14.9515,-3.2221,-0.4175,-0.0229,0.0831,19.3346,-0.1846,3.52e-14,
280,phi = 0,72.1767,1.0274,-15.0103,0.0000,0.3564,-0.0067,0.0751,22.6465,-0.1846,-2.07e-7,
281,ptheta = 0,72.2047,1.0374,-15.0155,1.2120,0.3337,0.0000,0.0718,23.8664,-0.1846,-6.48e-8,
282,pphi = 0,72.7767,1.1267,-13.2474,13.0391,0.0036,0.1325,0.0000,32.9999,-0.1846,-2.21e-7,
283,pr = 0,72.7847,1.1267,-13.2035,13.0373,0.0000,0.1341,-0.0009,32.9313,-0.1846,-7.17e-8,
284,phi = 0,73.4127,1.0177,-7.1525,0.0000,-0.3814,0.2508,-0.0650,10.7427,-0.1846,-2.22e-7,
285,collision,73.4547,1.0000,-6.5222,-1.6765,-0.4205,0.2556,-0.0673,8.1175,-0.1846,-6.22e-15,
286,beta = 0,73.5903,1.0483,-4.6358,-6.9575,0.3092,0.2631,-0.0703,-0.0000,-0.1846,-3.21e-7,
287,theta = 0,73.9643,1.1166,0.0000,-20.7400,0.0678,0.2397,-0.0528,-20.7400,-0.1846,-4.80e-8,
288,pr = 0,74.0903,1.1208,1.3123,-24.0916,0.0000,0.2219,-0.0410,-26.0602,-0.1846,-3.83e-8,
289,pphi = 0,74.4163,1.0923,4.2239,-28.1527,-0.1750,0.1577,0.0000,-34.4913,-0.1846,-3.76e-8,
290,collision,74.7483,1.0000,6.2049,-23.2083,-0.3953,0.0713,0.0538,-32.5248,-0.1846,4.77e-15,
291,ptheta = 0,75.0805,1.0896,6.7667,-8.4557,0.1542,0.0000,0.0964,-18.6175,-0.1846,-3.67e-7,
292,phi = 0,75.2265,1.1050,6.7040,0.0000,0.0579,-0.0168,0.1054,-10.0675,-0.1846,-3.55e-7,
293,pr = 0,75.3145,1.1075,6.6214,5.4008,0.0000,-0.0228,0.1082,-4.5424,-0.1846,-3.66e-7,
294,beta = 0,75.3845,1.1059,6.5409,9.8221,-0.0470,-0.0253,0.1089,0.0000,-0.1846,-5.40e-8,
295,ptheta = 0,75.7785,1.0342,6.1907,32.6387,-0.3268,0.0000,0.0865,23.3436,-0.1846,-6.01e-8,
296,collision,75.8685,1.0000,6.2332,36.9534,-0.4052,0.0170,0.0738,27.5943,-0.1846,1.02e-14,
297,pphi = 0,76.3662,1.1156,7.8847,47.2183,0.0908,0.1180,0.0000,35.3724,-0.1846,-2.37e-7,
298,pr = 0,76.5462,1.1238,8.9808,45.9866,0.0000,0.1498,-0.0236,32.4877,-0.1846,-7.20e-8,
299,collision,77.1962,1.0000,15.0448,24.9450,-0.4221,0.2057,-0.0770,2.2460,-0.1846,-2.25e-14,
300,beta = 0,77.2360,1.0147,15.4643,23.3399,0.3893,0.2037,-0.0773,0.0000,-0.1846,-1.51e-7,
301,pr = 0,77.8440,1.1226,20.3323,1.5439,0.0000,0.1068,-0.0369,-29.2849,-0.1846,-1.60e-7,
302,phi = 0,77.9280,1.1208,20.7036,0.0000,-0.0429,0.0876,-0.0273,-31.4046,-0.1846,-1.97e-7,
303,pphi = 0,78.1460,1.0994,21.3164,-1.7353,-0.1553,0.0335,0.0000,-34.0918,-0.1846,-1.91e-7,
304,ptheta = 0,78.2700,1.0760,21.4170,-1.1387,-0.2247,0.0000,0.0170,-33.6516,-0.1846,-1.27e-7,
305,phi = 0,78.3560,1.0544,21.3638,0.0000,-0.2777,-0.0244,0.0293,-32.4303,-0.1846,-1.42e-7,
306,collision,78.5160,1.0000,20.9330,3.8348,-0.3965,-0.0731,0.0532,-27.9260,-0.1846,-6.00e-14,
307,beta = 0,79.0330,1.1083,17.6567,26.6998,0.0419,-0.1622,0.0894,0.0000,-0.1846,-1.79e-7,
308,pr = 0,79.1010,1.1098,17.1393,30.1686,0.0000,-0.1650,0.0888,4.2636,-0.1846,-1.02e-7,
309,collision,79.6870,1.0000,12.8205,53.2712,-0.3893,-0.1067,0.0322,33.9591,-0.1846,-3.91e-14,
310,pphi = 0,79.8736,1.0595,11.9646,54.9495,0.2602,-0.0650,0.0000,36.9367,-0.1846,-2.49e-7,
311,ptheta = 0,80.2116,1.1147,11.4517,49.9164,0.0707,0.0000,-0.0499,32.6811,-0.1846,-2.56e-7,
312,pr = 0,80.3416,1.1193,11.5120,45.6037,0.0000,0.0196,-0.0654,28.2770,-0.1846,-2.69e-7,
313,beta = 0,80.8736,1.0316,12.6269,19.0179,-0.3558,0.0501,-0.0990,0.0000,-0.1846,-2.05e-8,
314,collision,80.9536,1.0000,12.8392,14.4641,-0.4298,0.0443,-0.0979,-4.8763,-0.1846,3.13e-14,
315,phi = 0,81.2341,1.0868,13.2321,0.0000,0.2089,0.0053,-0.0810,-19.9376,-0.1846,-3.61e-9,
316,ptheta = 0,81.2641,1.0928,13.2360,-1.3696,0.1894,0.0000,-0.0783,-21.3130,-0.1846,-6.42e-9,
317,pr = 0,81.5981,1.1234,12.7343,-13.0738,0.0000,-0.0676,-0.0418,-32.2549,-0.1846,-2.32e-7,
318,pphi = 0,81.9161,1.0974,11.2130,-16.9447,-0.1653,-0.1409,0.0000,-33.8183,-0.1846,-1.52e-7,
319,collision,82.2681,1.0000,7.8317,-11.9151,-0.4019,-0.2262,0.0493,-23.6810,-0.1846,-6.51e-14,
320,phi = 0,82.5931,1.0899,3.5983,0.0000,0.1651,-0.2696,0.0736,-5.3993,-0.1846,-3.33e-7,
321,beta = 0,82.6811,1.1018,2.4722,3.7089,0.1098,-0.2721,0.0747,0.0000,-0.1846,-1.65e-7,
322,pr = 0,82.8611,1.1117,0.1812,11.3300,0.0000,-0.2664,0.0704,11.0582,-0.1846,-1.59e-8,
323,theta = 0,82.8771,1.1116,0.0000,11.9197,-0.0087,-0.2653,0.0696,11.9197,-0.1846,-2.83e-7,
324,pphi = 0,83.4631,1.0035,-6.3738,25.8578,-0.3770,-0.1545,0.0000,35.4284,-0.1846,-1.64e-8,
325,collision,83.4691,1.0000,-6.4534,25.8533,-0.3841,-0.1516,-0.0017,35.5437,-0.1846,-6.36e-14,
326,pr = 0,84.0842,1.1127,-8.7053,8.2084,0.0000,-0.0069,-0.0882,21.2916,-0.1846,-1.95e-7,
327,ptheta = 0,84.1302,1.1120,-8.7125,5.8321,-0.0280,0.0000,-0.0920,18.9262,-0.1846,-2.10e-7,
328,phi = 0,84.2362,1.1055,-8.6775,0.0000,-0.0949,0.0135,-0.0991,13.0413,-0.1846,-3.08e-7,
329,beta = 0,84.4502,1.0695,-8.4418,-12.6857,-0.2443,0.0290,-0.1052,-0.0000,-0.1846,-2.95e-7,
330,collision,84.6602,1.0000,-8.1206,-25.1012,-0.4233,0.0247,-0.0979,-12.8999,-0.1846,1.05e-15,
331,ptheta = 0,84.8803,1.0722,-7.9604,-36.1817,0.2462,0.0000,-0.0773,-24.2217,-0.1846,-2.39e-7,
332,pr = 0,85.3163,1.1230,-8.6642,-48.8315,0.0000,-0.0733,-0.0222,-35.8102,-0.1846,-1.72e-7,
333,pphi = 0,85.4763,1.1165,-9.3132,-49.8620,-0.0810,-0.1032,0.0000,-35.8612,-0.1846,-1.18e-7,
334,collision,85.9863,1.0000,-13.1383,-39.7134,-0.4059,-0.1877,0.0673,-19.9183,-0.1846,-8.25e-14,
335,beta = 0,86.3165,1.0909,-16.4822,-24.8973,0.1597,-0.1959,0.0841,-0.0000,-0.1846,-2.56e-7,
336,pr = 0,86.5765,1.1112,-18.7310,-12.8141,0.0000,-0.1687,0.0757,15.5395,-0.1846,-1.75e-8,
337,phi = 0,86.9545,1.0695,-21.1057,0.0000,-0.2211,-0.0876,0.0375,32.0290,-0.1846,-2.60e-7,
338,collision,87.1865,1.0000,-21.7478,2.6356,-0.3788,-0.0137,-0.0000,35.6635,-0.1846,-1.24e-13,
339,pphi = 0,87.1880,1.0000,-21.7478,2.6356,0.3447,-0.0137,0.0000,35.6634,-0.1970,-1.23e-2,
340,ptheta = 0,87.2280,1.0141,-21.7628,2.5568,0.3498,0.0000,-0.0070,35.6081,-0.1846,-3.08e-7,
341,phi = 0,87.4220,1.0694,-21.4475,0.0000,0.2217,0.0605,-0.0376,32.5604,-0.1846,-2.49e-7,
342,pr = 0,87.8040,1.1114,-19.5347,-13.0256,0.0000,0.1441,-0.0771,16.5687,-0.1846,-2.15e-7,
343,beta = 0,88.0820,1.0879,-17.4142,-26.3271,-0.1724,0.1749,-0.0867,-0.0000,-0.1846,-3.05e-7,
344,collision,88.3880,1.0000,-14.5742,-40.8391,-0.4076,0.1699,-0.0717,-18.8580,-0.1846,-9.09e-14,
345,pphi = 0,88.9459,1.1197,-10.9606,-52.6766,0.0583,0.0822,0.0000,-36.1850,-0.1846,-2.11e-7,
346,pr = 0,89.0619,1.1231,-10.5796,-52.1353,0.0000,0.0609,0.0161,-36.2203,-0.1846,-1.24e-7,
347,ptheta = 0,89.4159,1.0907,-10.0983,-44.0688,-0.1901,0.0000,0.0627,-28.8819,-0.1846,-2.29e-7,
348,collision,89.7199,1.0000,-10.4393,-30.0880,-0.4205,-0.0381,0.0950,-14.3854,-0.1846,-3.14e-14,
349,beta = 0,89.9567,1.0748,-10.9652,-16.4985,0.2252,-0.0421,0.1040,-0.0000,-0.1846,-3.14e-7,
350,phi = 0,90.2427,1.1110,-11.3953,0.0000,0.0331,-0.0156,0.0933,17.1499,-0.1846,-1.93e-7,
351,pr = 0,90.2967,1.1119,-11.4247,2.8347,0.0000,-0.0075,0.0892,20.0290,-0.1846,-1.05e-7,
352,ptheta = 0,90.3427,1.1113,-11.4328,5.1284,-0.0276,0.0000,0.0852,22.3350,-0.1846,-1.58e-7,
353,collision,90.9047,1.0000,-9.6039,21.2338,-0.3833,0.1392,0.0053,35.6736,-0.1846,-9.26e-14,
354,pphi = 0,90.9332,1.0104,-9.3772,21.2754,0.3619,0.1481,0.0000,35.3727,-0.1846,-9.93e-8,
355,pr = 0,91.5192,1.1120,-3.1829,7.5890,0.0000,0.2637,-0.0690,12.3645,-0.1846,-9.38e-8,
356,phi = 0,91.7012,1.1020,-0.8830,0.0000,-0.1103,0.2729,-0.0743,1.3245,-0.1846,-3.09e-7,
357,beta = 0,91.7232,1.0995,-0.6071,-0.9106,-0.1237,0.2731,-0.0744,-0.0000,-0.1846,-2.81e-7,
358,theta = 0,91.7692,1.0930,0.0000,-2.8966,-0.1533,0.2727,-0.0741,-2.8966,-0.1846,-3.13e-7,
359,collision,92.1092,1.0000,4.5760,-15.8060,-0.4033,0.2355,-0.0513,-22.6737,-0.1846,-9.52e-14,
360,pphi = 0,92.4861,1.1007,8.3177,-21.3613,0.1544,0.1505,0.0000,-33.8599,-0.1846,-9.04e-8,
361,pr = 0,92.7821,1.1235,9.9186,-17.9379,0.0000,0.0837,0.0396,-32.8532,-0.1846,-1.30e-7,
362,ptheta = 0,93.2161,1.0714,10.7145,-1.9388,-0.2545,0.0000,0.0864,-18.0579,-0.1846,-2.27e-7,
363,phi = 0,93.2541,1.0611,10.7086,0.0000,-0.2826,-0.0060,0.0894,-16.1100,-0.1846,-2.54e-7,
364,collision,93.4261,1.0000,10.5395,9.4164,-0.4301,-0.0284,0.0995,-6.4378,-0.1846,9.44e-16,
365,beta = 0,93.5342,1.0405,10.3489,15.5659,0.3336,-0.0358,0.1014,0.0000,-0.1846,-2.54e-7,
366,pr = 0,94.0322,1.1181,9.6645,41.5214,0.0000,-0.0064,0.0715,26.9900,-0.1846,-2.68e-7,
367,ptheta = 0,94.0782,1.1175,9.6577,43.3353,-0.0257,0.0000,0.0664,28.8143,-0.1846,-2.76e-7,
368,pphi = 0,94.5402,1.0465,10.5837,52.6994,-0.2892,0.0879,0.0000,36.7783,-0.1846,-1.24e-7,
369,collision,94.6762,1.0000,11.3694,51.7340,-0.3881,0.1204,-0.0248,34.6234,-0.1846,-8.42e-14,
370,pr = 0,95.2725,1.1104,16.2428,30.3281,0.0000,0.1864,-0.0851,5.7974,-0.1846,-5.85e-8,
371,beta = 0,95.3645,1.1078,17.0433,25.7576,-0.0569,0.1833,-0.0863,0.0000,-0.1846,-3.32e-7,
372,collision,95.8545,1.0000,20.7736,4.5023,-0.3977,0.1001,-0.0527,-27.0109,-0.1846,-1.13e-13,
373,phi = 0,96.0660,1.0667,21.5536,0.0000,0.2495,0.0392,-0.0228,-32.7255,-0.1846,-1.81e-7,
374,ptheta = 0,96.2080,1.0964,21.6911,-1.0562,0.1670,0.0000,-0.0031,-33.9957,-0.1846,-4.11e-8,
375,pphi = 0,96.2320,1.1001,21.6877,-1.0764,0.1546,-0.0061,0.0000,-34.0107,-0.1846,-2.37e-7,
376,phi = 0,96.4020,1.1189,21.4672,0.0000,0.0662,-0.0493,0.0217,-32.5911,-0.1846,-1.73e-7,
377,pr = 0,96.5320,1.1232,21.0843,2.1897,0.0000,-0.0798,0.0369,-29.8060,-0.1846,-1.77e-7,
378,beta = 0,97.1640,1.0071,16.7313,25.2791,-0.4074,-0.1840,0.0797,0.0000,-0.1846,-1.97e-7,
379,collision,97.1780,1.0000,16.5522,26.0578,-0.4231,-0.1851,0.0796,1.0533,-0.1846,-7.82e-14,
380,pr = 0,97.8315,1.1235,11.0334,48.6539,0.0000,-0.1375,0.0295,32.0521,-0.1846,-6.02e-8,
381,pphi = 0,98.0535,1.1108,9.8240,50.5797,-0.1136,-0.0988,0.0000,35.8073,-0.1846,-2.38e-7,
382,collision,98.5035,1.0000,8.6355,41.8636,-0.4025,-0.0069,-0.0689,28.8857,-0.1846,-6.69e-14,
383,ptheta = 0,98.5399,1.0136,8.6287,40.4281,0.3727,0.0000,-0.0742,27.4604,-0.1846,-4.41e-7,
384,beta = 0,99.0179,1.1068,9.2502,13.9056,0.0299,0.0360,-0.1075,0.0000,-0.1846,-1.20e-7,
385,pr = 0,99.0639,1.1075,9.3249,11.1033,0.0000,0.0342,-0.1073,-2.9152,-0.1846,-3.25e-7,
386,phi = 0,99.2499,1.0962,9.5632,0.0000,-0.1219,0.0182,-0.1003,-14.3784,-0.1846,-3.34e-7,
387,ptheta = 0,99.3719,1.0765,9.6196,-6.6810,-0.2038,-0.0000,-0.0908,-21.1445,-0.1846,-1.77e-7,
388,collision,99.6259,1.0000,9.2358,-17.7961,-0.3962,-0.0601,-0.0565,-31.6800,-0.1846,-8.07e-14,
389,pphi = 0,99.9857,1.0966,7.2518,-23.3812,0.1615,-0.1545,0.0000,-34.2734,-0.1846,-2.53e-7,
390,pr = 0,100.2917,1.1211,4.6118,-19.8946,0.0000,-0.2168,0.0381,-26.8160,-0.1846,-1.59e-7,
391,theta = 0,100.6937,1.0755,0.0000,-7.1441,-0.2372,-0.2641,0.0677,-7.1441,-0.1846,-2.31e-7,
392,beta = 0,100.8117,1.0422,-1.6179,-2.4270,-0.3244,-0.2668,0.0698,-0.0000,-0.1846,-1.66e-7,
393,phi = 0,100.8737,1.0209,-2.4904,0.0000,-0.3741,-0.2654,0.0692,3.7362,-0.1846,-2.71e-7,
394,collision,100.9237,1.0000,-3.2709,2.0670,-0.4208,-0.2624,0.0676,6.9747,-0.1846,-9.34e-14,
395,pr = 0,101.5950,1.1262,-10.3257,17.3376,0.0000,-0.1507,0.0032,32.8684,-0.1846,-1.05e-7,
396,pphi = 0,101.6210,1.1260,-10.4942,17.3605,-0.0126,-0.1453,0.0000,33.1462,-0.1846,-2.26e-7,
397,ptheta = 0,102.2530,1.0077,-12.6708,2.5347,-0.3993,0.0000,-0.0812,21.6193,-0.1846,-1.56e-7,
398,collision,102.2710,1.0000,-12.6685,1.6471,-0.4163,0.0043,-0.0834,20.7283,-0.1846,-5.54e-14,
399,phi = 0,102.3052,1.0135,-12.6533,0.0000,0.3860,0.0116,-0.0871,19.0581,-0.1846,-2.09e-7,
400,beta = 0,102.6312,1.0971,-12.0815,-18.1902,0.1393,0.0497,-0.1028,-0.0000,-0.1846,-3.05e-7,
401,pr = 0,102.8452,1.1119,-11.5714,-30.6126,0.0000,0.0486,-0.0968,-13.1959,-0.1846,-1.59e-7,
402,ptheta = 0,103.2512,1.0610,-11.0142,-49.0647,-0.2529,0.0000,-0.0557,-32.4920,-0.1846,-3.33e-7,
403,collision,103.4412,1.0000,-11.2276,-53.4617,-0.3891,-0.0428,-0.0230,-36.5658,-0.1846,-8.58e-14,
404,pphi = 0,103.5678,1.0427,-11.6238,-54.2646,0.2994,-0.0730,0.0000,-36.7684,-0.1846,-2.29e-7,
405,pr = 0,104.0858,1.1185,-14.6030,-43.1433,0.0000,-0.1559,0.0671,-21.1183,-0.1846,-1.98e-8,
406,beta = 0,104.4618,1.0768,-17.4820,-26.4312,-0.2310,-0.1628,0.0837,-0.0000,-0.1846,-1.27e-8,
407,collision,104.6978,1.0000,-19.3809,-15.3477,-0.4199,-0.1330,0.0750,14.0089,-0.1846,-8.98e-14,
408,ptheta = 0,105.2850,1.1262,-21.4177,-0.0235,0.0501,0.0000,0.0128,32.4906,-0.1846,-1.25e-7,
409,phi = 0,105.2870,1.1264,-21.4177,0.0000,0.0485,0.0008,0.0124,32.5140,-0.1846,-1.36e-7,
410,pr = 0,105.3850,1.1288,-21.3625,0.3701,0.0000,0.0242,0.0007,32.7983,-0.1846,-1.90e-9,
411,pphi = 0,105.3910,1.1288,-21.3559,0.3713,-0.0029,0.0256,0.0000,32.7892,-0.1846,-4.18e-8,
412,phi = 0,105.4970,1.1258,-21.1773,0.0000,-0.0545,0.0503,-0.0124,32.1402,-0.1846,-1.15e-7,
413,collision,106.0690,1.0000,-17.8246,-14.5239,-0.4200,0.1764,-0.0714,12.4340,-0.1846,-1.02e-13,
414,beta = 0,106.2827,1.0700,-15.6932,-23.6898,0.2521,0.2002,-0.0782,-0.0000,-0.1846,-2.16e-7,
415,pr = 0,106.6927,1.1196,-11.8394,-40.4747,0.0000,0.1876,-0.0584,-22.6518,-0.1846,-2.70e-7,
416,pphi = 0,107.1507,1.0618,-8.5007,-48.8692,-0.2567,0.1122,0.0000,-36.0945,-0.1846,-1.69e-7,
417,collision,107.3427,1.0000,-7.5789,-47.0367,-0.3910,0.0656,0.0342,-35.6517,-0.1846,-9.24e-14,
418,ptheta = 0,107.6668,1.0887,-7.0659,-35.7774,0.1652,0.0000,0.0827,-25.1650,-0.1846,-1.75e-7,
419,pr = 0,107.9268,1.1101,-7.2417,-21.7579,0.0000,-0.0247,0.1029,-10.8807,-0.1846,-2.49e-7,
420,beta = 0,108.1008,1.1002,-7.4600,-11.2059,-0.1147,-0.0267,0.1069,-0.0000,-0.1846,-2.12e-8,
421,phi = 0,108.2868,1.0669,-7.6576,0.0000,-0.2467,-0.0146,0.1020,11.5036,-0.1846,-2.14e-7,
422,ptheta = 0,108.3948,1.0360,-7.7003,6.0405,-0.3306,0.0000,0.0943,17.6085,-0.1846,-3.96e-7,
423,collision,108.4888,1.0000,-7.6523,11.0044,-0.4146,0.0186,0.0838,22.5000,-0.1846,-6.90e-14,
424,pphi = 0,109.1165,1.1247,-5.0059,26.0252,0.0244,0.1573,0.0000,33.5389,-0.1846,-2.14e-7,
425,pr = 0,109.1645,1.1253,-4.6482,25.9381,0.0000,0.1673,-0.0062,32.9143,-0.1846,-2.15e-8,
